Epoch	vel
2021-10-01 00:00:00	376.5974256537417
2021-10-01 01:00:00	377.8442366221183
2021-10-01 02:00:00	376.73066147336044
2021-10-01 03:00:00	373.9804034980988
2021-10-01 04:00:00	377.9009984356234
2021-10-01 05:00:00	382.3930252650623
2021-10-01 06:00:00	373.2302058907307
2021-10-01 07:00:00	364.77648399433775
2021-10-01 08:00:00	358.0381026636277
2021-10-01 09:00:00	356.6208738891756
2021-10-01 10:00:00	359.98986699072253
2021-10-01 11:00:00	357.7395902640819
2021-10-01 12:00:00	353.71914062453163
2021-10-01 13:00:00	334.96040684763636
2021-10-01 14:00:00	325.14157051925844
2021-10-01 15:00:00	345.80106063067154
2021-10-01 16:00:00	352.75543167761265
2021-10-01 17:00:00	343.775537788144
2021-10-01 18:00:00	333.752977666186
2021-10-01 19:00:00	323.2758150668637
2021-10-01 20:00:00	317.7727800415505
2021-10-01 21:00:00	313.3249686093017
2021-10-01 22:00:00	312.3495740663228
2021-10-01 23:00:00	309.5555771104646
2021-10-02 00:00:00	304.01460028620187
2021-10-02 01:00:00	301.3893707473955
2021-10-02 02:00:00	300.4596418327318
2021-10-02 03:00:00	299.0820103628071
2021-10-02 04:00:00	297.63542877159745
2021-10-02 05:00:00	296.19045799525964
2021-10-02 06:00:00	296.40298056795706
2021-10-02 07:00:00	299.9166773941499
2021-10-02 08:00:00	306.9528301696853
2021-10-02 09:00:00	316.6653587890842
2021-10-02 10:00:00	326.82899079719385
2021-10-02 11:00:00	337.1112432535342
2021-10-02 12:00:00	347.5907405224186
2021-10-02 13:00:00	356.93218184889787
2021-10-02 14:00:00	363.1996988773321
2021-10-02 15:00:00	367.7602611249994
2021-10-02 16:00:00	370.64216066008856
2021-10-02 17:00:00	374.7676123731701
2021-10-02 18:00:00	379.33417316070904
2021-10-02 19:00:00	389.9816791695878
2021-10-02 20:00:00	397.6540630298585
2021-10-02 21:00:00	393.1971501197371
2021-10-02 22:00:00	379.4084452957329
2021-10-02 23:00:00	353.74828366989124
2021-10-03 00:00:00	335.3789084768571
2021-10-03 01:00:00	320.5344176335705
2021-10-03 02:00:00	322.32415954914836
2021-10-03 03:00:00	326.8490223318399
2021-10-03 04:00:00	337.72283701300523
2021-10-03 05:00:00	347.9964556477696
2021-10-03 06:00:00	357.2741934351736
2021-10-03 07:00:00	364.0959526480455
2021-10-03 08:00:00	369.34767989546276
2021-10-03 09:00:00	368.8733540704876
2021-10-03 10:00:00	366.8557980092962
2021-10-03 11:00:00	359.1054425220116
2021-10-03 12:00:00	350.0180214223745
2021-10-03 13:00:00	337.98189312406527
2021-10-03 14:00:00	325.9921547273917
2021-10-03 15:00:00	314.0409956876897
2021-10-03 16:00:00	307.27796922155704
2021-10-03 17:00:00	302.0925567403764
2021-10-03 18:00:00	304.965560427802
2021-10-03 19:00:00	308.8479109076775
2021-10-03 20:00:00	315.79232469049185
2021-10-03 21:00:00	320.49531384819807
2021-10-03 22:00:00	322.78844762862064
2021-10-03 23:00:00	323.82430675358995
2021-10-04 00:00:00	324.3611697118034
2021-10-04 01:00:00	324.8217361008492
2021-10-04 02:00:00	324.993852641655
2021-10-04 03:00:00	323.90330582240506
2021-10-04 04:00:00	321.99901969724255
2021-10-04 05:00:00	318.9609234725082
2021-10-04 06:00:00	315.1401767026791
2021-10-04 07:00:00	310.90134737670945
2021-10-04 08:00:00	307.75048430846647
2021-10-04 09:00:00	305.32645376436375
2021-10-04 10:00:00	307.212958239328
2021-10-04 11:00:00	310.4102474426827
2021-10-04 12:00:00	316.0020410317585
2021-10-04 13:00:00	321.14460902326033
2021-10-04 14:00:00	325.9720803870797
2021-10-04 15:00:00	329.3304874498161
2021-10-04 16:00:00	332.5007791867835
2021-10-04 17:00:00	337.884688876761
2021-10-04 18:00:00	343.998076143082
2021-10-04 19:00:00	351.90008631293665
2021-10-04 20:00:00	358.17748379748684
2021-10-04 21:00:00	362.9771750629561
2021-10-04 22:00:00	365.54755749303854
2021-10-04 23:00:00	367.4048889353314
2021-10-05 00:00:00	364.84384372309455
2021-10-05 01:00:00	361.7437332137619
2021-10-05 02:00:00	356.921286451375
2021-10-05 03:00:00	352.87813563830775
2021-10-05 04:00:00	349.7512479414106
2021-10-05 05:00:00	349.38807943631093
2021-10-05 06:00:00	350.24583105610185
2021-10-05 07:00:00	354.9330207879181
2021-10-05 08:00:00	360.3519258805539
2021-10-05 09:00:00	368.0164995605532
2021-10-05 10:00:00	373.834579521396
2021-10-05 11:00:00	376.83090499592237
2021-10-05 12:00:00	377.2549722467266
2021-10-05 13:00:00	376.16527691454377
2021-10-05 14:00:00	371.160793449288
2021-10-05 15:00:00	366.0082013499064
2021-10-05 16:00:00	365.21276548914904
2021-10-05 17:00:00	368.35338093343887
2021-10-05 18:00:00	379.4322511105986
2021-10-05 19:00:00	388.8050814245559
2021-10-05 20:00:00	396.86686632639777
2021-10-05 21:00:00	395.7515444261049
2021-10-05 22:00:00	392.2208699994464
2021-10-05 23:00:00	385.42024597822734
2021-10-06 00:00:00	379.3375642419789
2021-10-06 01:00:00	375.2217452239302
2021-10-06 02:00:00	370.0451955852346
2021-10-06 03:00:00	363.81380827378393
2021-10-06 04:00:00	358.8500402626826
2021-10-06 05:00:00	354.34242313617636
2021-10-06 06:00:00	354.2405594753111
2021-10-06 07:00:00	354.89587400828367
2021-10-06 08:00:00	357.9720644219597
2021-10-06 09:00:00	360.5660055198066
2021-10-06 10:00:00	362.53947297563144
2021-10-06 11:00:00	363.60993676799774
2021-10-06 12:00:00	364.23826598655455
2021-10-06 13:00:00	366.061400845305
2021-10-06 14:00:00	368.27447884505654
2021-10-06 15:00:00	372.1249360373714
2021-10-06 16:00:00	376.21257493358485
2021-10-06 17:00:00	380.6984666908215
2021-10-06 18:00:00	385.87627747957947
2021-10-06 19:00:00	391.50161388046826
2021-10-06 20:00:00	397.34706569196504
2021-10-06 21:00:00	403.3916687108152
2021-10-06 22:00:00	411.3742448255329
2021-10-06 23:00:00	418.85165899606505
2021-10-07 00:00:00	425.2004230570643
2021-10-07 01:00:00	430.39325459455915
2021-10-07 02:00:00	434.61391724049076
2021-10-07 03:00:00	438.09783228987965
2021-10-07 04:00:00	441.3754848282728
2021-10-07 05:00:00	445.0961134780198
2021-10-07 06:00:00	449.0643505221263
2021-10-07 07:00:00	453.7951088715897
2021-10-07 08:00:00	458.1971240301589
2021-10-07 09:00:00	462.2417265335111
2021-10-07 10:00:00	464.5816741851667
2021-10-07 11:00:00	466.23576461133473
2021-10-07 12:00:00	466.8231678254209
2021-10-07 13:00:00	467.09555474177927
2021-10-07 14:00:00	466.2127147642832
2021-10-07 15:00:00	464.70085443607167
2021-10-07 16:00:00	462.30245535852936
2021-10-07 17:00:00	459.8532655962067
2021-10-07 18:00:00	457.3766096266639
2021-10-07 19:00:00	454.5827741700225
2021-10-07 20:00:00	451.6696590893594
2021-10-07 21:00:00	448.1734463335344
2021-10-07 22:00:00	444.69921735400675
2021-10-07 23:00:00	441.2656409131873
2021-10-08 00:00:00	437.70040905055595
2021-10-08 01:00:00	434.04176453149586
2021-10-08 02:00:00	429.490929368816
2021-10-08 03:00:00	424.649434705192
2021-10-08 04:00:00	418.1364558864733
2021-10-08 05:00:00	411.12095591327426
2021-10-08 06:00:00	402.85647132311277
2021-10-08 07:00:00	393.6093706692878
2021-10-08 08:00:00	383.4584734221457
2021-10-08 09:00:00	372.4921806591161
2021-10-08 10:00:00	361.26111001638805
2021-10-08 11:00:00	346.97164238356925
2021-10-08 12:00:00	334.2211270163581
2021-10-08 13:00:00	326.9578897543636
2021-10-08 14:00:00	325.3917788846553
2021-10-08 15:00:00	330.599690249679
2021-10-08 16:00:00	344.4092346790459
2021-10-08 17:00:00	362.0687035847933
2021-10-08 18:00:00	387.9681035583543
2021-10-08 19:00:00	413.74075619026405
2021-10-08 20:00:00	435.2914370725201
2021-10-08 21:00:00	450.88866001352073
2021-10-08 22:00:00	457.2812458538542
2021-10-08 23:00:00	457.0294203131894
2021-10-09 00:00:00	452.82047866117404
2021-10-09 01:00:00	442.69922196440535
2021-10-09 02:00:00	431.55356501692796
2021-10-09 03:00:00	419.7606326363504
2021-10-09 04:00:00	408.7516772237285
2021-10-09 05:00:00	399.34389511006873
2021-10-09 06:00:00	393.46518567141817
2021-10-09 07:00:00	390.3293693514636
2021-10-09 08:00:00	390.4546242114943
2021-10-09 09:00:00	391.3510173043687
2021-10-09 10:00:00	390.3102183381523
2021-10-09 11:00:00	388.9216584367915
2021-10-09 12:00:00	386.5666891998717
2021-10-09 13:00:00	383.03591632219326
2021-10-09 14:00:00	378.3227710683333
2021-10-09 15:00:00	371.44366944548483
2021-10-09 16:00:00	363.77395257007817
2021-10-09 17:00:00	356.99347549810045
2021-10-09 18:00:00	350.3819680993028
2021-10-09 19:00:00	344.32141246560604
2021-10-09 20:00:00	337.6812925693923
2021-10-09 21:00:00	330.2869961008001
2021-10-09 22:00:00	326.2818589315594
2021-10-09 23:00:00	323.957179914914
2021-10-10 00:00:00	324.6743575376066
2021-10-10 01:00:00	325.78939990112013
2021-10-10 02:00:00	327.34267544876263
2021-10-10 03:00:00	328.8861668100187
2021-10-10 04:00:00	330.4130324109494
2021-10-10 05:00:00	330.37915110634157
2021-10-10 06:00:00	329.32395155018315
2021-10-10 07:00:00	326.2326762920721
2021-10-10 08:00:00	322.63678874448925
2021-10-10 09:00:00	317.6028693156007
2021-10-10 10:00:00	313.2110158952225
2021-10-10 11:00:00	310.2725664395625
2021-10-10 12:00:00	309.10244710970954
2021-10-10 13:00:00	309.4363198971667
2021-10-10 14:00:00	308.41156546074023
2021-10-10 15:00:00	306.96988278224876
2021-10-10 16:00:00	303.0279847167442
2021-10-10 17:00:00	299.1008834213453
2021-10-10 18:00:00	295.2200432922547
2021-10-10 19:00:00	291.88805729540366
2021-10-10 20:00:00	289.1594898766876
2021-10-10 21:00:00	287.6225913106641
2021-10-10 22:00:00	286.5717067080917
2021-10-10 23:00:00	286.4150019949867
2021-10-11 00:00:00	286.07679533360124
2021-10-11 01:00:00	284.65881527225025
2021-10-11 02:00:00	283.35304720425125
2021-10-11 03:00:00	282.2072570456935
2021-10-11 04:00:00	283.80666239281544
2021-10-11 05:00:00	286.908825624512
2021-10-11 06:00:00	291.76049972451284
2021-10-11 07:00:00	296.6935287409912
2021-10-11 08:00:00	300.41108857205717
2021-10-11 09:00:00	302.7700958156787
2021-10-11 10:00:00	302.585892615604
2021-10-11 11:00:00	299.4291581629958
2021-10-11 12:00:00	294.1390280745983
2021-10-11 13:00:00	291.815588524503
2021-10-11 14:00:00	291.13133590872764
2021-10-11 15:00:00	308.8406644294077
2021-10-11 16:00:00	329.624498006173
2021-10-11 17:00:00	358.1548786360161
2021-10-11 18:00:00	375.0883447377149
2021-10-11 19:00:00	381.23543334818197
2021-10-11 20:00:00	379.62810695017936
2021-10-11 21:00:00	375.4646956049402
2021-10-11 22:00:00	375.9071136784266
2021-10-11 23:00:00	374.6036861996285
2021-10-12 00:00:00	366.88188024951984
2021-10-12 01:00:00	362.78839860462233
2021-10-12 02:00:00	363.05780998930396
2021-10-12 03:00:00	359.66574666896315
2021-10-12 04:00:00	354.61341951476595
2021-10-12 05:00:00	340.7221040696506
2021-10-12 06:00:00	326.70668304336897
2021-10-12 07:00:00	316.0654018319485
2021-10-12 08:00:00	307.76600517471724
2021-10-12 09:00:00	303.1299850701106
2021-10-12 10:00:00	306.68060210369885
2021-10-12 11:00:00	315.1651299125384
2021-10-12 12:00:00	325.76062241550915
2021-10-12 13:00:00	337.6765605739635
2021-10-12 14:00:00	359.1838415473713
2021-10-12 15:00:00	375.53957174535714
2021-10-12 16:00:00	381.2399576044354
2021-10-12 17:00:00	376.1909121033555
2021-10-12 18:00:00	362.6920648365786
2021-10-12 19:00:00	340.0099987615764
2021-10-12 20:00:00	315.4847033321119
2021-10-12 21:00:00	309.84677674460636
2021-10-12 22:00:00	310.836874424757
2021-10-12 23:00:00	330.5123596679814
2021-10-13 00:00:00	356.0999187619779
2021-10-13 01:00:00	387.6991934008609
2021-10-13 02:00:00	413.66114244979667
2021-10-13 03:00:00	437.53599003985863
2021-10-13 04:00:00	431.49181894801706
2021-10-13 05:00:00	418.95883385307536
2021-10-13 06:00:00	384.6648566619067
2021-10-13 07:00:00	352.74653826968427
2021-10-13 08:00:00	323.95489339349325
2021-10-13 09:00:00	312.5104259100392
2021-10-13 10:00:00	309.7758382890474
2021-10-13 11:00:00	327.53974842857224
2021-10-13 12:00:00	345.4542570360626
2021-10-13 13:00:00	349.54181046913
2021-10-13 14:00:00	348.3975019841439
2021-10-13 15:00:00	338.2559764128076
2021-10-13 16:00:00	334.67016168405974
2021-10-13 17:00:00	335.424470337211
2021-10-13 18:00:00	341.1072767512657
2021-10-13 19:00:00	347.1967052463198
2021-10-13 20:00:00	345.7691411600106
2021-10-13 21:00:00	344.1907208734284
2021-10-13 22:00:00	342.2663001275047
2021-10-13 23:00:00	347.7363153827418
2021-10-14 00:00:00	359.56631186177555
2021-10-14 01:00:00	351.91395016551985
2021-10-14 02:00:00	338.5110026834867
2021-10-14 03:00:00	328.0988051179617
2021-10-14 04:00:00	321.37444831311063
2021-10-14 05:00:00	326.35684182993293
2021-10-14 06:00:00	335.25013691186103
2021-10-14 07:00:00	348.4914343220538
2021-10-14 08:00:00	355.7491044594636
2021-10-14 09:00:00	360.5332278896204
2021-10-14 10:00:00	361.9890303683143
2021-10-14 11:00:00	363.5033970303631
2021-10-14 12:00:00	366.26450326461935
2021-10-14 13:00:00	370.4520654958246
2021-10-14 14:00:00	376.69682957297033
2021-10-14 15:00:00	383.4240301041904
2021-10-14 16:00:00	390.41855473117477
2021-10-14 17:00:00	393.15236245084907
2021-10-14 18:00:00	394.73232640419997
2021-10-14 19:00:00	391.85668969501086
2021-10-14 20:00:00	387.1066327181247
2021-10-14 21:00:00	378.80424700810266
2021-10-14 22:00:00	370.0623423630828
2021-10-14 23:00:00	361.0013638758288
2021-10-15 00:00:00	352.0819436655932
2021-10-15 01:00:00	343.25386153974296
2021-10-15 02:00:00	335.6098487328858
2021-10-15 03:00:00	328.6576718794021
2021-10-15 04:00:00	323.47275914443674
2021-10-15 05:00:00	321.95819896283706
2021-10-15 06:00:00	323.8957541557544
2021-10-15 07:00:00	330.2378017513705
2021-10-15 08:00:00	338.0534713404547
2021-10-15 09:00:00	346.19107188127117
2021-10-15 10:00:00	352.1081606351362
2021-10-15 11:00:00	350.00600041436184
2021-10-15 12:00:00	347.71985252370376
2021-10-15 13:00:00	345.2099665406561
2021-10-15 14:00:00	340.0414767470081
2021-10-15 15:00:00	333.651758373694
2021-10-15 16:00:00	328.6502655394201
2021-10-15 17:00:00	323.1766606549725
2021-10-15 18:00:00	314.41926088206225
2021-10-15 19:00:00	308.7329731453301
2021-10-15 20:00:00	307.9074382716139
2021-10-15 21:00:00	314.7919349347493
2021-10-15 22:00:00	326.3785136113912
2021-10-15 23:00:00	338.12441563433384
